year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,latitude,longitude
2020.0,28.0,Milwaukee,4.6,21.0,9%,23.0,90%,86.0,112,61.0,5.7,89.0,0.5,11.0,3.9,68.0,0.9,61.0,5.0,100.0,1.5,56.0,64.2,255.0,63.8,Milwaukee,,43.0642,-87.9675
2020.0,29.0,Cleveland,3.9,17.0,7%,15.0,83%,75.0,137,76.0,6.1,96.0,0.8,24.0,3.7,64.0,1.2,79.0,1.0,29.0,10.6,100.0,65.3,248.0,62.1,Cleveland,,41.4764,-81.6805
2020.0,30.0,Sacramento,5.4,25.0,9%,21.0,83%,75.0,122,67.0,1.6,12.0,3.0,100.0,4.2,75.0,0.6,41.0,1.1,33.0,4.5,100.0,60.2,248.0,62.0,Sacramento,,38.5677,-121.4685
2020.0,31.0,Raleigh,6.7,31.0,13%,33.0,58%,36.0,157,88.0,5.2,80.0,1.3,47.0,2.2,29.0,1.6,100.0,2.1,63.0,1.1,38.0,59.5,248.0,61.9,Raleigh,,35.8324,-78.6429
2020.0,32.0,Kansas,11.7,50.0,9%,22.0,70%,54.0,132,73.0,2.7,32.0,0.8,24.0,4.4,81.0,0.4,25.0,0.8,23.0,3.0,100.0,47.5,247.0,61.6,Kansas City,,39.1238,-94.5541
2020.0,33.0,Fremont,6.4,30.0,49%,50.0,70%,54.0,114,62.0,2.1,21.0,2.2,89.0,2.2,29.0,0.5,32.0,4.2,100.0,0.4,13.0,47.3,243.0,60.8,Fremont,,37.5265,-121.9843
2020.0,34.0,Des,11.2,50.0,13%,32.0,70%,55.0,94,50.0,2.7,33.0,1.3,49.0,2.6,38.0,0.8,52.0,2.1,62.0,7.4,100.0,55.7,243.0,60.7,Des Moines,,41.5725,-93.6105
2020.0,35.0,Albuquerque,4.3,19.0,23%,50.0,87%,81.0,62,30.0,2.4,27.0,2.4,100.0,3.2,52.0,1.3,91.0,1.5,44.0,1.4,51.0,60.8,241.0,60.2,Albuquerque,,35.1054,-106.6465
2020.0,36.0,San,3.0,13.0,15%,40.0,82%,74.0,108,58.0,1.8,15.0,1.3,46.0,3.1,50.0,1.0,65.0,1.1,32.0,2.0,75.0,47.2,232.0,58.0,San Jose,,37.7558,-122.4449
2020.0,37.0,Austin,8.2,39.0,10%,25.0,60%,39.0,147,82.0,2.5,28.0,1.3,50.0,1.6,14.0,0.6,35.0,1.2,34.0,2.7,100.0,43.5,229.0,57.1,Austin,,30.3005,-97.7522
2020.0,38.0,Omaha,6.7,31.0,13%,33.0,81%,72.0,79,40.0,5.1,77.0,0.4,6.0,4.1,73.0,0.6,40.0,1.2,35.0,1.7,61.0,48.7,225.0,56.2,Omaha,,41.2627,-96.0529
2020.0,39.0,Anchorage,4.7,21.0,84%,50.0,75%,62.0,93,49.0,1.7,14.0,3.0,100.0,2.9,46.0,0.3,19.0,1.6,48.0,0.0,0.0,37.8,220.0,55.0,Anchorage,,61.1508,-149.1091
2020.0,40.0,Atlanta,2.9,12.0,6%,14.0,72%,58.0,151,85.0,2.6,30.0,1.0,34.0,2.8,42.0,1.5,100.0,0.4,10.0,2.2,82.0,49.7,219.0,54.7,Atlanta,,33.7628,-84.422
2020.0,41.0,Honolulu,6.1,28.0,15%,39.0,79%,69.0,77,39.0,3.7,52.0,0.5,10.0,1.6,14.0,1.6,100.0,2.1,65.0,0.0,0.0,40.2,215.0,53.8,Honolulu,,21.3294,-157.846
2020.0,42.0,Las,1.1,3.0,20%,50.0,75%,62.0,84,43.0,1.2,5.0,3.8,100.0,3.1,51.0,0.7,46.0,1.2,34.0,5.2,100.0,56.0,214.0,53.5,Las Vegas,,36.2333,-115.2654
2020.0,43.0,Buffalo,1.1,3.0,8%,18.0,90%,85.0,86,44.0,6.3,100.0,0.8,23.0,2.3,32.0,0.7,45.0,2.3,72.0,4.2,100.0,62.0,212.0,53.0,Buffalo,,42.9018,-78.8487
2020.0,44.0,Scottsdale,13.5,50.0,27%,50.0,40%,9.0,109,59.0,1.4,8.0,1.2,43.0,1.5,12.0,0.7,47.0,3.0,92.0,1.6,58.0,43.3,211.0,52.8,Scottsdale,,33.6872,-111.8651
2020.0,45.0,Anaheim,8.3,39.0,15%,37.0,67%,50.0,115,63.0,1.4,8.0,0.8,26.0,1.6,15.0,0.2,11.0,1.7,50.0,0.6,18.0,21.3,210.0,52.6,Anaheim,,33.839,-117.8574
2020.0,46.0,Chesapeake,7.2,34.0,26%,50.0,43%,13.0,100,53.0,12.0,100.0,2.0,82.0,3.6,62.0,1.0,65.0,1.1,32.0,0.4,12.0,58.8,209.0,52.2,Chesapeake,,36.6778,-76.3023
2020.0,47.0,Jersey,0.6,1.0,18%,47.0,94%,91.0,32,11.0,2.7,32.0,2.1,88.0,1.2,5.0,0.9,62.0,0.5,13.0,3.9,100.0,50.0,200.0,50.0,Jersey City,,40.7184,-74.0686
2020.0,48.0,Norfolk,1.6,6.0,5%,11.0,75%,63.0,84,43.0,16.2,100.0,5.2,100.0,6.6,100.0,1.9,100.0,0.6,17.0,1.2,43.0,76.7,200.0,49.9,Norfolk,,36.8945,-76.259
2020.0,49.0,Columbus,7.7,36.0,8%,20.0,68%,51.0,94,49.0,6.8,100.0,0.7,19.0,2.9,45.0,0.7,44.0,1.0,29.0,0.7,23.0,43.3,199.0,49.8,Columbus,,39.9862,-82.9855
2020.0,49.0,Los,4.8,22.0,13%,32.0,62%,42.0,132,73.0,3.5,47.0,0.3,2.0,1.1,4.0,1.1,77.0,1.3,40.0,0.4,12.0,30.3,199.0,49.8,Los Angeles,,34.1141,-118.4068
2020.0,51.0,Oakland,2.1,8.0,12%,29.0,89%,83.0,65,31.0,2.6,31.0,3.8,100.0,1.8,18.0,1.2,78.0,1.3,40.0,0.0,0.0,44.5,196.0,48.9,Oakland,,37.7904,-122.2166
2020.0,52.0,Orlando,3.4,15.0,6%,14.0,64%,45.0,119,65.0,5.0,75.0,1.0,35.0,2.0,24.0,1.4,98.0,4.2,100.0,0.0,0.0,55.3,194.0,48.6,Orlando,,28.4773,-81.337
2020.0,53.0,Colorado,6.3,29.0,9%,23.0,74%,61.0,80,41.0,2.8,35.0,1.7,66.0,3.0,47.0,0.3,16.0,1.3,39.0,0.8,29.0,38.7,193.0,48.2,Colorado Springs,,38.8674,-104.7605
2020.0,54.0,Dallas,7.7,36.0,9%,23.0,71%,56.0,108,58.0,2.4,26.0,0.3,1.0,1.7,17.0,0.6,40.0,0.1,1.0,0.8,27.0,18.7,192.0,47.9,Dallas,,32.7935,-96.7667
2020.0,55.0,Tulsa,9.8,47.0,7%,16.0,60%,39.0,93,49.0,1.7,13.0,0.5,10.0,2.4,33.0,0.4,23.0,1.3,37.0,8.3,100.0,36.0,187.0,46.8,Tulsa,,36.1283,-95.9042
2020.0,56.0,Tampa,4.5,20.0,8%,17.0,63%,43.0,48,21.0,5.9,92.0,3.9,100.0,2.3,32.0,1.8,100.0,2.8,85.0,2.6,97.0,84.3,185.0,46.3,Tampa,,27.9945,-82.4447
2020.0,56.0,Phoenix,14.6,50.0,15%,38.0,49%,22.0,89,47.0,1.8,16.0,0.7,22.0,1.7,17.0,0.4,23.0,2.4,72.0,0.6,18.0,28.0,185.0,46.3,Phoenix,,33.5722,-112.0892
2020.0,58.0,Baltimore,0.8,2.0,10%,23.0,87%,81.0,73,37.0,2.6,30.0,0.5,10.0,3.3,54.0,1.5,100.0,0.6,16.0,1.0,35.0,40.8,184.0,46.0,Baltimore,,39.3051,-76.6144
2020.0,59.0,Arlington,12.6,50.0,8%,18.0,58%,36.0,102,55.0,1.7,14.0,0.5,11.0,1.5,14.0,0.3,17.0,1.2,36.0,1.3,46.0,23.0,182.0,45.5,"Arlington, Texas",,32.6998,-97.125
2020.0,60.0,North,7.1,33.0,26%,50.0,64%,45.0,52,24.0,1.9,18.0,0.8,25.0,1.8,20.0,0.2,7.0,1.0,28.0,1.6,59.0,26.2,178.0,44.5,North Las Vegas,,36.2883,-115.0888
2020.0,60.0,Riverside,10.5,50.0,7%,16.0,51%,26.0,78,39.0,3.0,38.0,0.6,16.0,1.5,11.0,1.1,76.0,2.4,72.0,1.9,68.0,46.8,178.0,44.5,Riverside,,33.9381,-117.3949
2020.0,62.0,Lexington,11.1,50.0,2%,3.0,54%,29.0,79,40.0,3.9,56.0,1.8,74.0,3.1,49.0,0.5,30.0,2.4,73.0,1.2,44.0,54.3,176.0,44.1,Lexington,,38.0423,-84.4587
2020.0,63.0,Bakersfield,9.1,43.0,6%,13.0,46%,18.0,86,45.0,2.1,21.0,2.1,84.0,3.0,48.0,0.3,14.0,2.3,69.0,3.4,100.0,56.0,175.0,43.8,Bakersfield,,35.3529,-119.0359
2020.0,64.0,Miami,2.6,11.0,7%,15.0,87%,81.0,48,21.0,3.1,40.0,0.9,28.0,1.3,8.0,1.6,100.0,3.8,100.0,0.0,0.0,46.0,174.0,43.5,Miami,,25.784,-80.2101
2020.0,65.0,Chandler,8.4,39.0,4%,7.0,62%,43.0,76,38.0,3.1,41.0,1.4,55.0,3.4,57.0,0.5,31.0,1.8,54.0,1.1,38.0,46.0,173.0,43.3,Chandler,,33.2825,-111.8514
2020.0,66.0,El,2.8,12.0,19%,50.0,59%,38.0,56,26.0,4.4,65.0,0.7,21.0,4.1,73.0,0.8,53.0,0.6,17.0,1.3,46.0,45.8,172.0,43.0,El Paso,,31.8476,-106.43
2020.0,66.0,Greensboro,5.0,23.0,10%,25.0,63%,44.0,67,33.0,1.5,11.0,1.0,35.0,3.6,62.0,0.8,54.0,2.7,83.0,1.0,36.0,46.8,172.0,43.0,Greensboro,,36.0956,-79.8271
2020.0,68.0,Reno,5.0,23.0,5%,12.0,76%,63.0,52,23.0,3.6,50.0,1.2,41.0,2.0,25.0,0.3,17.0,2.1,64.0,2.7,100.0,49.5,171.0,42.6,Reno,,39.5497,-119.8483
2020.0,69.0,Newark,0.9,2.0,6%,13.0,94%,91.0,53,24.0,2.6,31.0,0.4,3.0,1.0,1.0,0.8,56.0,1.1,32.0,3.5,100.0,37.2,167.0,41.8,Newark,,40.7245,-74.1725
2020.0,70.0,Chula,6.9,32.0,8%,18.0,67%,50.0,43,18.0,2.0,19.0,2.6,100.0,3.5,60.0,0.7,42.0,1.5,45.0,0.7,25.0,48.5,167.0,41.6,Chula Vista,,32.6281,-117.0144
2020.0,70.0,Nashville,16.7,50.0,11%,26.0,43%,13.0,83,42.0,3.8,54.0,1.2,41.0,2.1,28.0,0.8,51.0,0.9,25.0,0.4,13.0,35.3,166.0,41.6,Nashville,,36.1715,-86.7842
2020.0,72.0,Durham,8.3,39.0,4%,7.0,51%,26.0,76,38.0,4.2,60.0,1.5,55.0,2.0,25.0,0.7,47.0,3.0,94.0,1.5,53.0,55.7,166.0,41.4,Durham,,35.9792,-78.9022
2020.0,73.0,Detroit,2.4,9.0,6%,13.0,80%,70.0,80,41.0,2.6,31.0,0.9,30.0,2.7,40.0,0.5,32.0,0.5,12.0,1.2,43.0,31.3,164.0,41.1,Detroit,,42.3834,-83.1024
2020.0,74.0,Glendale,4.8,21.0,6%,12.0,75%,62.0,43,18.0,4.9,73.0,1.2,44.0,3.9,69.0,0.6,41.0,0.7,19.0,1.6,59.0,50.8,164.0,41.0,Glendale,,33.5791,-112.2311
2020.0,75.0,San,10.0,47.0,11%,28.0,43%,13.0,89,46.0,1.7,13.0,1.0,32.0,1.8,20.0,0.8,51.0,1.5,45.0,0.5,15.0,29.3,163.0,40.8,San Antonio,,37.7558,-122.4449
2020.0,76.0,Corpus,3.3,14.0,9%,20.0,75%,63.0,58,27.0,2.7,32.0,0.6,15.0,4.3,78.0,0.7,47.0,1.4,41.0,0.6,20.0,38.8,163.0,40.7,Corpus Christi,,27.7254,-97.3767
2020.0,77.0,Toledo,5.5,25.0,6%,14.0,81%,72.0,40,16.0,3.2,41.0,0.7,21.0,3.9,69.0,0.4,26.0,0.6,18.0,0.7,24.0,33.2,160.0,40.0,Toledo,,41.6638,-83.5827
2020.0,78.0,Houston,4.7,21.0,12%,29.0,61%,40.0,82,42.0,2.6,30.0,0.7,18.0,1.9,21.0,0.6,40.0,0.7,19.0,1.1,38.0,27.7,160.0,39.9,Houston,,29.786,-95.3885
2020.0,79.0,Jacksonville,5.8,27.0,14%,37.0,35%,1.0,66,32.0,2.4,26.0,0.5,12.0,3.5,60.0,1.3,90.0,6.0,100.0,2.2,80.0,61.3,158.0,39.6,Jacksonville,,30.3322,-81.6749
2020.0,80.0,Wichita,11.3,50.0,5%,11.0,54%,29.0,67,33.0,1.0,1.0,1.0,34.0,2.2,28.0,0.4,24.0,2.0,62.0,1.5,55.0,34.0,157.0,39.3,Wichita,,37.6895,-97.3443
2020.0,81.0,Louisville,7.5,35.0,8%,19.0,38%,6.0,69,34.0,2.7,33.0,1.3,46.0,3.3,55.0,0.6,36.0,3.6,100.0,6.0,100.0,61.7,156.0,38.9,Louisville,,38.1663,-85.6485
2020.0,82.0,Winston-Salem,9.2,43.0,5%,11.0,37%,4.0,81,41.0,1.2,5.0,1.2,44.0,1.9,22.0,1.4,93.0,2.1,64.0,4.8,100.0,54.7,154.0,38.4,Winston-Salem,,36.1029,-80.261
2020.0,83.0,Garland,9.6,46.0,7%,17.0,63%,43.0,57,26.0,2.2,23.0,0.0,0.0,1.4,10.0,0.6,41.0,1.2,34.0,0.0,0.0,18.0,150.0,37.5,Garland,,32.91,-96.6304
2020.0,84.0,Tucson,5.5,25.0,3%,5.0,63%,44.0,53,24.0,4.9,73.0,1.4,55.0,2.7,41.0,0.8,55.0,1.8,54.0,0.7,24.0,50.3,148.0,37.1,Tucson,,32.1541,-110.8787
2020.0,85.0,Santa,6.0,28.0,4%,8.0,75%,63.0,53,24.0,2.1,22.0,0.0,0.0,1.2,6.0,0.9,63.0,1.6,47.0,0.0,0.0,23.0,146.0,36.5,Santa Ana,,33.7367,-117.8819
2020.0,86.0,Laredo,4.1,18.0,2%,2.0,54%,31.0,59,28.0,9.4,100.0,1.5,57.0,2.6,38.0,0.8,54.0,1.0,28.0,4.5,100.0,62.8,142.0,35.5,Laredo,,27.5625,-99.4874
2020.0,87.0,Stockton,6.0,28.0,3%,5.0,74%,60.0,15,1.0,3.4,47.0,1.0,32.0,2.3,31.0,0.4,23.0,2.7,85.0,1.6,58.0,46.0,140.0,35.0,Stockton,,37.9765,-121.3109
2020.0,88.0,Memphis,10.0,48.0,5%,9.0,46%,17.0,76,38.0,2.9,37.0,0.6,16.0,1.8,20.0,0.9,63.0,0.1,1.0,0.5,14.0,25.2,137.0,34.3,Memphis,,35.1087,-89.9663
2020.0,89.0,Irving,3.2,14.0,5%,11.0,64%,45.0,72,36.0,1.1,3.0,1.2,44.0,3.0,48.0,0.8,53.0,0.2,5.0,0.8,28.0,30.2,136.0,34.0,Irving,,32.8583,-96.9702
2020.0,90.0,Hialeah,4.4,20.0,2%,1.0,69%,52.0,33,11.0,5.1,77.0,0.0,0.0,1.0,1.0,1.5,100.0,2.2,67.0,1.3,45.0,48.3,132.0,33.1,Hialeah,,25.8696,-80.3045
2020.0,91.0,Baton,4.2,19.0,3%,5.0,54%,30.0,44,19.0,8.0,100.0,0.8,27.0,2.6,39.0,2.9,100.0,1.2,36.0,0.8,29.0,55.2,128.0,32.0,Baton Rouge,,30.442,-91.1311
2020.0,92.0,Fresno,2.2,9.0,4%,8.0,67%,51.0,42,17.0,4.6,68.0,1.3,49.0,2.6,38.0,0.6,38.0,0.9,26.0,0.9,33.0,42.0,127.0,31.8,Fresno,,36.783,-119.7939
2020.0,93.0,Lubbock,9.7,46.0,3%,4.0,56%,33.0,35,13.0,4.8,71.0,0.8,23.0,2.2,28.0,0.4,22.0,1.3,38.0,0.0,0.0,30.3,126.0,31.6,Lubbock,,33.5657,-101.8879
2020.0,94.0,Fort,7.7,36.0,6%,13.0,61%,40.0,56,26.0,1.2,5.0,0.3,2.0,2.3,31.0,0.3,17.0,0.2,3.0,0.1,1.0,9.8,125.0,31.2,Fort Worth,,32.7817,-97.3474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.0,96.0,Mesa,2.8,12.0,4%,8.0,66%,48.0,65,32.0,2.8,34.0,0.4,5.0,1.3,8.0,0.2,12.0,0.7,18.0,0.6,19.0,16.0,116.0,29.0,Mesa,,33.4015,-111.7178
2020.0,97.0,Oklahoma,5.0,22.0,5%,10.0,38%,5.0,57,26.0,1.7,14.0,0.3,1.0,1.6,16.0,0.7,42.0,1.1,31.0,2.4,89.0,32.2,95.0,23.8,Oklahoma City,,35.4676,-97.5136
2019.0,1.0,Washington,1.4,5.0,21%,50.0,98,97.5,270,100.0,5.9,97.5,1.9,85.0,1.7,25.0,2.3,100.0,2.9,88.0,3.9,100.0,82.5,,83.8,"Washington, D.C.",,38.9047,-77.0163
2019.0,2.0,St.,3.2,15.0,15%,40.0,98%,97.5,220,100.0,7.7,100.0,1.3,55.0,4.0,77.5,1.7,100.0,3.2,100.0,1.3,50.0,80.4,,83.2,St. Paul,,38.6359,-90.2451
2019.0,3.0,Minneapolis,5.7,27.5,15%,37.5,96%,95.0,299,100.0,3.5,52.5,1.7,75.0,4.1,77.5,2.3,100.0,3.0,90.0,0.2,8.0,67.1,,81.8,Minneapolis,,44.9635,-93.2678
2019.0,4.0,Arlington,2.4,10.0,11%,27.5,98%,97.5,267,100.0,7.8,100.0,3.5,100.0,4.4,87.5,1.1,73.0,3.1,95.0,2.2,85.0,90.0,,81.3,"Arlington, Virginia",,32.6998,-97.125
2019.0,5.0,Portland,4.9,22.5,18%,47.5,89%,85.0,224,100.0,3.8,57.5,5.4,100.0,2.1,32.5,0.6,38.0,2.0,60.0,2.5,95.0,63.8,,79.7,Portland,,45.5371,-122.65
2019.0,6.0,Irvine,6.1,30.0,27%,50.0,80%,72.5,252,100.0,17.7,100.0,0.4,5.0,4.0,77.5,1.8,100.0,3.0,90.0,0.4,13.0,64.2,,79.2,Irvine,,33.6772,-117.7738
2019.0,7.0,San,1.3,5.0,20%,50.0,100%,100.0,318,100.0,4.1,65.0,4.2,100.0,2.6,42.5,0.8,50.0,2.6,78.0,0.8,30.0,60.8,,79.0,San Francisco,,37.7558,-122.4449
2019.0,8.0,Cincinnati,4.4,20.0,14%,35.0,77%,67.5,193,100.0,8.9,100.0,1.3,52.5,5.0,100.0,1.5,98.0,3.1,95.0,4.5,100.0,90.8,,78.3,Cincinnati,,39.1413,-84.506
2019.0,9.0,New,1.1,5.0,22%,50.0,99%,100.0,198,100.0,4.0,62.5,1.7,75.0,2.1,32.5,0.1,3.0,0.8,23.0,6.8,100.0,49.2,,76.0,New York,,40.6943,-73.9249
2019.0,10.0,Chicago,2.2,10.0,10%,25.0,98%,97.5,171,95.0,4.6,72.5,0.9,35.0,3.6,67.5,1.7,100.0,2.4,70.0,8.7,100.0,74.2,,75.4,Chicago,,41.8375,-87.6866
2019.0,11.0,Seattle,2.4,10.0,13%,32.5,96%,95.0,279,100.0,3.3,47.5,2.0,90.0,2.1,32.5,0.8,48.0,2.4,73.0,1.3,48.0,56.3,,73.4,Seattle,,47.6211,-122.3244
2019.0,12.0,Madison,4.7,22.5,14%,35.0,94%,92.5,130,70.0,10.6,100.0,3.9,100.0,7.0,100.0,0.1,3.0,2.7,83.0,1.2,43.0,71.3,,72.8,Madison,,43.0822,-89.393
2019.0,13.0,Boston,1.4,5.0,17%,45.0,100%,100.0,131,70.0,3.3,47.5,1.8,80.0,3.9,75.0,0.9,60.0,1.0,30.0,10.5,100.0,65.4,,71.4,Boston,,42.3188,-71.0852
2019.0,14.0,St.,2.3,10.0,9%,22.5,95%,95.0,261,100.0,2.7,37.5,1.6,70.0,2.7,47.5,0.6,40.0,2.2,68.0,1.9,73.0,55.8,,70.8,St. Louis,,38.6359,-90.2451
2019.0,15.0,Plano,13.5,50.0,10%,22.5,75%,65.0,211,100.0,7.3,100.0,0.3,2.5,4.6,90.0,0.3,20.0,1.5,45.0,0.3,10.0,44.6,,70.5,Plano,,33.0502,-96.7486
2019.0,16.0,San,6.8,32.5,19%,50.0,79%,70.0,154,85.0,2.8,37.5,1.1,45.0,2.2,35.0,1.0,60.0,1.5,43.0,0.1,3.0,37.1,,68.6,San Diego,,37.7558,-122.4449
2019.0,17.0,St.,3.5,15.0,16%,40.0,75%,65.0,140,77.5,4.1,62.5,2.3,100.0,3.5,65.0,1.2,80.0,4.8,100.0,1.2,43.0,75.0,,68.1,St. Petersburg,,38.6359,-90.2451
2019.0,19.0,Long,3.2,15.0,10%,25.0,83%,77.5,205,100.0,1.6,15.0,2.1,97.5,1.4,17.5,1.1,73.0,3.7,100.0,0.0,0.0,50.4,,67.0,Long Beach,,33.7977,-118.167
